transaction_id,transaction_date,customer_id,department,product_sku,product_name,quantity,unit_price,discount_pct,total_cost,payment_method,sales_channel,register_id
501518,02-07-2023,87681,Electronics,EL-707,"Tablet 10""",3,263.99,0.2,633.58,"Credit Card",In-Store,REG-15
502099,2023-01-02,87352,Automotive,AU-203,"Windshield Washer Fluid",2,3.99,0.2,6.38,"Credit Card",In-Store,REG-1
502175,27-Oct-2024,39409,Furniture,FU-405,"TV Stand",1,119.99,,119.99,Check,In-Store,REG-16
502295,11-May-2023,44369,Clothing,CL-506,"Yoga Pants",3,27.99,,83.97,"Debit Card",Online,REG-5
502338,2023-11-10,44077,Furniture,FU-304,"Storage Ottoman",2,41.24,0.25,61.86,"Credit Card",Online,REG-1
502354,04-20-2023,41794,Furniture,FU-304,"Storage Ottoman",2,52.24,0.05,99.26,"Debit Card",Online,REG-2
502484,2022-12-13,57067,Sports,SP-001,"Yoga Mat",5,19.54,0.15,83.04,"Gift Card",In-Store,REG-10
502887,09-15-2022,81981,GROCERY,GR-005,"Orange Juice 64oz",5,3.82,0.15,16.24,"Credit Card",Online,REG-10
502890,21-Sep-2022,86445,Grocery,GR-012,"Cereal 18oz",2,4.29,,8.58,"Gift Card",In-Store,REG-17
503234,12-14-2023,30942,Beauty,BE-102,"Face Moisturizer",2,14.99,,29.98,"Credit Card",In-Store,REG-4
503268,08/13/2022,63613,Beauty,BE-203,Mascara,4,6.29,0.3,17.61,"Credit Card",In-Store,REG-12
503772,2022-04-27,41002,Automotive,AU-203,"Windshield Washer Fluid",1,4.24,0.15,3.6,"Credit Card",In-Store,REG-4
503788,2023-01-10,81608,Grocery,GR-011,"Butter 1lb",1,4.99,,4.99,Cash,Online,REG-14
503958,27-Nov-2022,88539,"Home & Garden",HG-203,"Scented Candle",5,9.74,0.25,36.53,"Credit Card",Online,REG-7
504025,08-Sep-2023,69103,GROCERY,GR-011,"Butter 1lb",1,4.99,,4.99,Cash,In-Store,REG-13
504036,2023-07-22,36269,Electronics,EL-201,"iPhone Case",1,17.99,0.1,16.19,"Credit Card",In-Store,REG-18
504747,2022-05-07,83092,Clothing,CL-607,"Dress Socks 6pk",2,9.99,,19.98,"Debit Card",Online,REG-20
504930,09-09-2024,59137,Beauty,BE-506,"Razor 4pk",4,8.39,0.3,23.49,Cash,Online,REG-14
505042,2024-09-29,52000,Sports,SP-203,"Water Bottle 32oz",1,11.89,0.3,8.32,"Credit Card",In-Store,REG-11
505189,10-Oct-2024,,Automotive,AU-001,"Motor Oil 5qt",1,22.49,0.1,20.24,Cash,Online,REG-5
505527,11-Apr-2024,31573,Pharmacy,PH-405,"Hand Sanitizer 8oz",5,3.59,0.1,16.16,"Credit Card",In-Store,REG-19
505531,2023-02-11,12243,Beauty,BE-405,"Body Lotion 16oz",3,6.39,0.2,15.34,"Debit Card",In-Store,REG-7
505908,02/20/2024,61695,Electronics,EL-606,"Smart Speaker",3,67.49,0.25,151.85,"Debit Card","Curbside Pickup",REG-12
506012,03/26/2022,66263,Pharmacy,PH-102,"Vitamin D 100ct",1,12.99,,12.99,Cash,In-Store,REG-6
506299,2024-05-20,83730,Clothing,CL-708,"Baseball Cap",3,14.99,,44.97,"Credit Card",In-Store,REG-9
506465,17-Sep-2023,74743,Furniture,FU-001,"Folding Chair",2,31.49,0.1,56.68,Cash,In-Store,REG-4
506722,12/31/2023,12389,Furniture,FU-203,"Desk Lamp",1,27.99,,27.99,"Credit Card",In-Store,REG-6
506773,07/20/2022,35336,"Home & Garden",HG-001,"Potting Soil 20qt",2,6.74,0.25,10.11,"Debit Card","Curbside Pickup",REG-5
506810,10/28/2023,80360,Automotive,AU-102,"Car Air Freshener",5,2.62,0.25,9.83,"Debit Card",In-Store,REG-19
506826,18-Dec-2024,69922,Automotive,AU-203,"Windshield Washer Fluid",1,3.74,0.25,2.8,"Credit Card",In-Store,REG-8
507101,02-12-2022,47532,Beauty,BE-102,"Face Moisturizer",1,10.49,0.3,7.34,"Debit Card",In-Store,REG-4
507535,12/14/2023,72771,Sports,SP-203,"Water Bottle 32oz",4,16.99,,67.96,"Debit Card",In-Store,REG-7
507560,08/31/2023,98510,Electronics,EL-404,"Laptop Stand",1,44.99,0.1,40.49,"Debit Card",In-Store,REG-11
507683,06/14/2023,58806,Toys,TY-304,"Board Game",1,22.49,0.25,16.87,Cash,In-Store,REG-20
507834,07/18/2024,,Grocery,GR-002,"White Bread",1,2.69,0.1,2.42,"Credit Card",In-Store,REG-18
507888,05/06/2024,36958,Clothing,CL-203,"Kids Hoodie",3,17.24,0.25,38.79,"Credit Card",Online,REG-15
508160,03/12/2022,41456,Furniture,FU-405,"TV Stand",2,89.99,0.25,134.98,"Mobile Pay","Curbside Pickup",REG-20
508304,02-06-2023,65064,Clothing,CL-304,"Running Shoes",1,64.99,,64.99,"Gift Card",In-Store,REG-8
508379,17-Dec-2024,59817,"Home & Garden",HG-607,"Laundry Detergent",3,13.49,,40.47,Cash,In-Store,REG-18
508926,11-02-2022,51497,Electronics,EL-201,"iPhone Case",2,14.99,,29.98,"Credit Card",In-Store,REG-18
509035,05-16-2022,93831,Beauty,BE-203,Mascara,2,8.09,0.1,14.56,"Credit Card",In-Store,REG-11
509150,11-22-2023,81873,Pharmacy,PH-405,"Hand Sanitizer 8oz",3,3.39,0.15,8.64,"Credit Card","Curbside Pickup",REG-19
509320,2022-11-02,63504,Sports,SP-102,"Dumbbells 20lb pair",1,35.99,0.2,28.79,"Debit Card",In-Store,REG-13
509409,08-25-2022,22609,Furniture,FU-001,"Folding Chair",2,29.74,0.15,50.56,"Debit Card","Curbside Pickup",REG-13
509600,06-Feb-2022,87317,Clothing,CL-102,"Women's T-Shirt",1,12.34,0.05,11.72,"Credit Card",In-Store,REG-17
509718,2024-06-21,28314,Toys,TY-001,"LEGO City Set",2,37.49,0.25,56.24,"Debit Card",Online,
510061,05-Apr-2022,26952,Pharmacy,PH-304,"Bandage Assortment",2,5.69,0.05,10.81,"Credit Card",In-Store,REG-14
510372,02-12-2023,42420,PHARMACY,PH-405,"Hand Sanitizer 8oz",2,2.79,0.3,3.91,"Credit Card",In-Store,REG-3
510661,05-02-2024,13840,Beauty,BE-506,"Razor 4pk",1,8.99,0.25,6.74,"Credit Card",In-Store,REG-14
510720,31-Oct-2022,54974,Sports,SP-405,"Jump Rope",1,8.99,,8.99,"Debit Card",In-Store,REG-18
510918,07-20-2023,36610,Electronics,EL-404,"Laptop Stand",2,49.99,,99.98,EBT,In-Store,REG-19
511016,28-Jul-2022,57729,TOYS,TY-506,"RC Car",2,27.99,0.3,39.19,"Mobile Pay",Online,REG-16
511070,2024-05-21,,Grocery,GR-011,"Butter 1lb",5,3.49,0.3,12.22,Cash,Online,REG-9
511180,29-Sep-2023,66548,Pharmacy,PH-405,"Hand Sanitizer 8oz",2,3.59,0.1,6.46,"Debit Card",In-Store,REG-16
511227,2023-01-29,32756,Furniture,FU-102,"Bookshelf 5-Tier",1,67.49,0.25,50.62,"Credit Card",Online,REG-11
511338,05-18-2024,32962,"Home & Garden",HG-506,"Throw Pillow",2,15.99,0.2,25.58,"Credit Card","Curbside Pickup",REG-16
511472,22-Jan-2022,83318,Beauty,BE-304,"Lip Balm 3pk",4,4.99,,19.96,"Debit Card",Online,REG-10
511876,09/22/2023,32467,Beauty,BE-102,"Face Moisturizer",5,11.24,0.25,42.15,EBT,In-Store,REG-20
511893,02/01/2023,17354,Sports,SP-203,"Water Bottle 32oz",2,16.14,,32.28,"Mobile Pay",In-Store,REG-13
511999,2023-12-06,31715,Automotive,AU-001,"Motor Oil 5qt",4,18.74,0.25,56.22,"Debit Card",Online,REG-6
512279,2022-09-14,42181,Electronics,EL-201,"iPhone Case",2,19.99,,39.98,"Credit Card",Online,REG-8
512442,01/09/2022,21256,Beauty,BE-203,Mascara,1,6.29,0.3,4.4,"Debit Card",In-Store,REG-7
512529,19-Feb-2024,85797,"Home & Garden",HG-001,"Potting Soil 20qt",1,8.99,,8.99,"Credit Card",In-Store,REG-5
512807,15-Apr-2023,68833,Electronics,EL-808,"Gaming Controller",3,47.99,0.2,115.18,"Credit Card",Online,REG-12
513688,2022-12-10,97884,Sports,SP-001,"Yoga Mat",1,16.09,0.3,11.26,"Credit Card",Online,REG-3
513837,06/26/2024,62309,Automotive,AU-001,"Motor Oil 5qt",1,24.99,,24.99,"Credit Card",Online,REG-5
513907,03-29-2023,17247,Clothing,CL-203,"Kids Hoodie",1,19.54,0.15,16.61,"Debit Card",Online,REG-20
514050,01-Aug-2024,34594,"HOME & GARDEN",HG-405,"Storage Bins 3pk",5,12.74,0.25,47.78,"Mobile Pay","Curbside Pickup",REG-9
514114,01-15-2022,85412,Pharmacy,PH-405,"Hand Sanitizer 8oz",2,3.59,0.1,6.46,"Debit Card",In-Store,REG-16
514180,07-Sep-2022,30529,Pharmacy,PH-001,"Ibuprofen 200ct",2,9.49,0.05,18.03,"Debit Card",In-Store,REG-8
514328,2022-11-14,13548,Beauty,BE-203,Mascara,1,7.19,0.2,5.75,"Credit Card",In-Store,REG-20
514638,05-May-2022,,Furniture,FU-304,"Storage Ottoman",4,54.99,,219.96,"Credit Card",In-Store,REG-11
514727,06-May-2023,32219,Furniture,FU-102,"Bookshelf 5-Tier",4,89.99,,359.96,Cash,In-Store,REG-14
514853,29-May-2024,52597,Beauty,BE-304,"Lip Balm 3pk",4,3.74,0.25,11.22,"Credit Card",In-Store,REG-1
514913,10/05/2022,53193,"Home & Garden",HG-304,"Picture Frame 8x10",1,7.19,0.1,6.47,EBT,In-Store,REG-8
515320,2022-08-10,35674,Electronics,EL-808,"Gaming Controller",2,44.99,0.25,67.48,"Debit Card",In-Store,REG-6
515404,2024-06-14,84586,Toys,TY-304,"Board Game",3,28.49,0.05,81.2,"Credit Card",Online,REG-6
515645,22-Dec-2022,82634,Electronics,TV-001,"4K Smart TV 55""",1,349.99,0.3,244.99,"Gift Card",Online,REG-18
516131,11-May-2024,50751,Grocery,GR-009,"Frozen Pizza",1,7.99,,7.99,Cash,In-Store,REG-15
516471,02/18/2024,95592,Beauty,BE-102,"Face Moisturizer",1,12.74,0.15,10.83,"Mobile Pay",In-Store,REG-8
516686,03-Sep-2024,70226,Sports,SP-203,"Water Bottle 32oz",4,13.59,0.2,43.49,Cash,In-Store,REG-16
516817,11/12/2024,10654,Pharmacy,PH-102,"Vitamin D 100ct",2,9.09,0.3,12.73,"Credit Card",In-Store,REG-5
516895,02/06/2022,32661,SPORTS,SP-203,"Water Bottle 32oz",3,15.29,0.1,41.28,"Debit Card",In-Store,REG-14
517153,08-25-2022,12339,Electronics,EL-102,"Bluetooth Headphones",1,55.99,0.3,39.19,"Credit Card",Online,REG-7
517162,2023-12-28,39522,"Home & Garden",HG-304,"Picture Frame 8x10",1,6.79,0.15,5.77,"Debit Card",In-Store,REG-6
517307,03-23-2022,64451,Electronics,EL-404,"Laptop Stand",5,49.99,,249.95,"Debit Card",In-Store,REG-10
517480,22-Oct-2022,34660,"Home & Garden",HG-607,"Laundry Detergent",2,10.12,0.25,15.18,"Debit Card",Online,REG-8
517624,11-Apr-2024,53482,Clothing,CL-405,"Winter Jacket",2,71.99,0.2,115.18,"Credit Card",In-Store,REG-15
517744,11/06/2023,76332,Clothing,CL-203,"Kids Hoodie",1,22.99,,22.99,EBT,Online,REG-17
517780,06-06-2022,40658,Grocery,GR-006,"Greek Yogurt 32oz",2,4.4,0.3,6.16,"Debit Card",Online,REG-4
517917,2023-03-07,77203,Beauty,BE-405,"Body Lotion 16oz",3,5.59,0.3,11.74,"Credit Card",Online,REG-16
517992,2023-01-20,59905,Pharmacy,PH-203,"Allergy Relief 30ct",2,10.49,0.3,14.69,"Debit Card",In-Store,REG-12
518068,09-30-2023,36280,Pharmacy,PH-405,"Hand Sanitizer 8oz",1,3.99,,3.99,"Debit Card",In-Store,REG-2
518097,07/22/2022,,Toys,TY-203,"Nerf Gun",1,18.74,0.25,14.06,"Credit Card",In-Store,REG-8
518101,01/27/2022,26704,Electronics,EL-606,"Smart Speaker",3,62.99,0.3,132.28,"Debit Card",In-Store,REG-16
518505,06/12/2024,63283,Pharmacy,PH-001,"Ibuprofen 200ct",4,8.49,0.15,28.87,"Credit Card",In-Store,REG-4
518527,06-24-2023,,Sports,SP-203,"Water Bottle 32oz",5,12.74,0.25,47.78,"Credit Card",In-Store,REG-16
518572,11/22/2023,28574,Furniture,FU-304,"Storage Ottoman",1,38.49,0.3,26.94,"Mobile Pay",In-Store,REG-20
518609,06/29/2024,21377,Pharmacy,PH-405,"Hand Sanitizer 8oz",1,3.99,,3.99,"Mobile Pay",Online,REG-14
518801,23-Jun-2023,74686,Grocery,GR-004,"Bagged Salad Mix",5,3.03,0.2,12.12,"Credit Card","Curbside Pickup",REG-9
518898,2023-09-16,37628,Sports,SP-102,"Dumbbells 20lb pair",2,40.49,0.1,72.88,"Debit Card",In-Store,REG-9
519189,07/15/2024,64972,"Home & Garden",HG-405,"Storage Bins 3pk",2,16.99,,33.98,"Credit Card",Online,REG-7
519453,2022-09-12,34486,Electronics,EL-505,"Wireless Charger",2,25.49,0.15,43.33,"Debit Card",Online,REG-14
519482,2023-09-14,12584,Grocery,GR-005,"Orange Juice 64oz",1,4.27,0.05,4.06,Cash,In-Store,REG-6
519497,09/20/2022,56476,Clothing,CL-304,"Running Shoes",2,55.24,0.15,93.91,"Credit Card",In-Store,REG-1
519530,11-09-2022,34787,Electronics,EL-808,"Gaming Controller",3,59.99,,179.97,"Credit Card",In-Store,REG-10
519809,01-06-2023,,Automotive,AU-203,"Windshield Washer Fluid",2,4.49,0.1,8.08,"Credit Card",Online,REG-16
519960,04/09/2023,43041,Furniture,FU-001,"Folding Chair",4,26.24,0.25,78.72,"Debit Card",Online,REG-10
520026,04-06-2022,96136,Furniture,FU-405,"TV Stand",3,83.99,0.3,176.38,"Credit Card",Online,REG-7
520053,10-07-2024,10232,Electronics,EL-303,"USB-C Hub",2,31.49,0.1,56.68,"Debit Card","Curbside Pickup",REG-19
520080,2023-06-27,59428,Electronics,EL-201,"iPhone Case",1,18.99,0.05,18.04,"Credit Card",Online,REG-20
520134,28-Sep-2023,68998,Clothing,CL-607,"Dress Socks 6pk",2,8.49,0.15,14.43,Cash,Online,REG-14
520189,2024-12-04,37381,Furniture,FU-203,"Desk Lamp",1,27.99,,27.99,"Credit Card","Curbside Pickup",REG-7
520312,2024-10-13,74256,Electronics,EL-808,"Gaming Controller",2,59.99,,119.98,"Credit Card",In-Store,REG-3
520372,21-Nov-2023,36326,Electronics,EL-505,"Wireless Charger",5,23.99,0.2,95.96,Cash,In-Store,REG-3
520772,19-Nov-2023,84867,Beauty,BE-304,"Lip Balm 3pk",1,4.74,0.05,4.5,"Credit Card",In-Store,REG-9
520897,12-May-2022,79582,"Home & Garden",HG-102,"Garden Hose 50ft",4,22.49,0.25,67.47,"Mobile Pay",In-Store,REG-5
521326,01-07-2022,88893,Sports,SP-203,"Water Bottle 32oz",4,12.74,0.25,38.22,"Credit Card",Online,REG-2
521597,02/08/2023,42912,"Home & Garden",HG-405,"Storage Bins 3pk",5,11.89,0.3,41.62,"Credit Card",In-Store,REG-20
521644,19-May-2022,82877,Beauty,BE-001,"Shampoo 16oz",1,5.59,0.2,4.47,Check,In-Store,REG-17
521659,2024-04-20,64703,Pharmacy,PH-304,"Bandage Assortment",5,5.39,0.1,24.26,"Credit Card",Online,REG-14
521947,09/13/2023,73767,Furniture,FU-405,"TV Stand",2,119.99,,239.98,"Credit Card",Online,REG-3
522286,13-Jun-2022,51044,Electronics,EL-404,"Laptop Stand",2,47.49,0.05,90.23,"Credit Card",In-Store,REG-16
522465,11/12/2024,16648,Automotive,AU-203,"Windshield Washer Fluid",1,4.49,0.1,4.04,"Credit Card",In-Store,REG-12
522477,02/03/2024,98730,BEAUTY,BE-102,"Face Moisturizer",4,14.99,,59.96,"Credit Card",In-Store,REG-1
522634,2024-12-30,45202,Beauty,BE-001,"Shampoo 16oz",1,6.99,,6.99,"Credit Card",In-Store,REG-7
522988,09/23/2022,79963,Grocery,GR-008,"Canned Tomatoes",3,1.03,0.2,2.47,"Credit Card",In-Store,REG-2
523849,2023-08-15,38148,Electronics,EL-201,"iPhone Case",2,19.99,,39.98,"Debit Card",In-Store,REG-2
523945,03-10-2023,35432,Electronics,EL-303,"USB-C Hub",1,31.49,0.1,28.34,"Credit Card",In-Store,REG-18
524022,09-Nov-2024,23154,Grocery,GR-005,"Orange Juice 64oz",1,4.49,,4.49,"Debit Card",In-Store,REG-14
524163,01-24-2023,11178,Furniture,FU-304,"Storage Ottoman",1,41.24,0.25,30.93,Cash,In-Store,REG-3
524671,06-14-2022,16247,Grocery,GR-005,"Orange Juice 64oz",2,3.59,0.2,5.74,"Debit Card",In-Store,REG-12
524678,2022-12-28,22587,Automotive,AU-001,"Motor Oil 5qt",1,24.99,,24.99,"Credit Card",In-Store,REG-11
525005,14-Jul-2023,78701,"Home & Garden",HG-203,"Scented Candle",2,10.39,0.2,16.62,"Mobile Pay",In-Store,REG-16
525027,2023-08-11,75588,"Home & Garden",HG-506,"Throw Pillow",4,18.99,0.05,72.16,"Credit Card",In-Store,REG-16
525167,2024-11-20,10955,Grocery,GR-008,"Canned Tomatoes",3,0.9,0.3,1.89,EBT,In-Store,REG-14
525197,06/11/2022,44807,"Home & Garden",HG-506,"Throw Pillow",1,19.99,,19.99,"Mobile Pay",Online,REG-3
525279,02/26/2024,,Toys,TY-405,"Play-Doh 10pk",5,11.99,,59.95,"Credit Card",Online,REG-18
525826,01/02/2023,62803,Furniture,FU-001,"Folding Chair",1,29.74,0.15,25.28,"Debit Card","Curbside Pickup",REG-12
525831,2022-11-12,18242,Toys,TY-304,"Board Game",5,23.99,0.2,95.96,Cash,In-Store,REG-12
526067,2023-03-10,41444,FURNITURE,FU-304,"Storage Ottoman",2,49.49,0.1,89.08,"Credit Card",In-Store,REG-2
526105,05/13/2024,52070,Pharmacy,PH-001,"Ibuprofen 200ct",2,9.49,0.05,18.03,"Mobile Pay",In-Store,REG-18
526421,04-24-2022,86947,Beauty,BE-405,"Body Lotion 16oz",1,7.99,,7.99,"Debit Card",In-Store,REG-15
526536,2023-09-13,50032,Beauty,BE-203,Mascara,1,7.64,0.15,6.49,"Credit Card",Online,
526673,06/28/2023,85907,Sports,SP-001,"Yoga Mat",5,22.99,,114.95,"Debit Card",In-Store,REG-17
526757,27-Aug-2023,64015,Pharmacy,PH-001,"Ibuprofen 200ct",5,8.49,0.15,36.08,Cash,In-Store,REG-20
526856,2024-09-17,44443,Clothing,CL-607,"Dress Socks 6pk",5,9.99,,49.95,"Debit Card",In-Store,
527002,11/27/2022,63028,Automotive,AU-405,"Jumper Cables",2,29.99,,59.98,"Debit Card",In-Store,REG-12
527193,11/30/2024,64753,Electronics,EL-707,"Tablet 10""",1,230.99,0.3,161.69,"Debit Card",In-Store,REG-19
527393,06-Feb-2024,22562,Sports,SP-506,"Foam Roller",3,14.99,0.25,33.73,"Debit Card",In-Store,REG-1
527478,12-Jan-2022,47587,Furniture,FU-405,"TV Stand",1,101.99,0.15,86.69,Cash,Online,REG-13
527481,09-Apr-2024,14773,Pharmacy,PH-405,"Hand Sanitizer 8oz",2,3.59,0.1,6.46,"Credit Card",Online,REG-5
527550,29-May-2023,63416,Grocery,GR-010,"Eggs 12ct",1,2.97,0.15,2.52,Cash,Online,REG-10
527734,02-Feb-2023,41649,Automotive,AU-203,"Windshield Washer Fluid",1,4.24,0.15,3.6,Cash,In-Store,REG-5
527912,14-Feb-2023,19525,Electronics,EL-201,"iPhone Case",2,15.99,0.2,25.58,"Debit Card",In-Store,REG-3
527927,2024-03-25,94165,Grocery,GR-010,"Eggs 12ct",4,3.49,,13.96,"Debit Card",In-Store,REG-4
528188,13-Sep-2024,,Automotive,AU-203,"Windshield Washer Fluid",3,3.49,0.3,7.33,"Debit Card",In-Store,REG-16
529063,2023-05-13,76436,Toys,TY-506,"RC Car",2,29.99,0.25,44.98,"Debit Card",In-Store,REG-9
529086,02/17/2022,31251,Furniture,FU-001,"Folding Chair",2,24.49,0.3,34.29,"Credit Card",Online,REG-8
529661,04-07-2022,27818,GROCERY,GR-007,"Pasta 1lb",2,1.43,0.2,2.29,Cash,Online,REG-13
529708,02-13-2023,51529,Grocery,GR-010,"Eggs 12ct",2,2.79,0.2,4.46,"Credit Card",In-Store,REG-4
529893,24-Jul-2024,44737,Pharmacy,PH-001,"Ibuprofen 200ct",3,9.99,,29.97,"Credit Card","Curbside Pickup",REG-3
529906,06/22/2023,26894,Grocery,GR-009,"Frozen Pizza",2,7.19,0.1,12.94,"Gift Card",In-Store,REG-4
530311,07-Nov-2022,18163,Pharmacy,PH-203,"Allergy Relief 30ct",3,11.99,0.2,28.78,"Debit Card",In-Store,REG-7
530449,10/28/2024,39348,"Home & Garden",HG-304,"Picture Frame 8x10",3,5.99,0.25,13.48,"Debit Card",Online,
530465,11-Jan-2024,49346,Beauty,BE-001,"Shampoo 16oz",1,6.99,,6.99,Cash,Online,REG-13
530480,2023-07-01,24007,Pharmacy,PH-304,"Bandage Assortment",3,4.19,0.3,8.8,Check,In-Store,REG-10
530798,2022-05-27,13916,"Home & Garden",HG-607,"Laundry Detergent",5,12.14,0.1,54.63,"Mobile Pay",In-Store,REG-7
530805,2022-05-31,25366,Clothing,CL-708,"Baseball Cap",5,14.24,0.05,67.64,"Credit Card",Online,REG-1
530807,04-19-2023,98742,Electronics,EL-404,"Laptop Stand",5,34.99,0.3,122.46,"Debit Card","Curbside Pickup",REG-16
531094,06/29/2024,75968,Beauty,BE-203,Mascara,1,6.74,0.25,5.06,Cash,In-Store,REG-20
531171,08-02-2024,,Clothing,CL-405,"Winter Jacket",1,71.99,0.2,57.59,"Credit Card",In-Store,REG-4
531353,07-18-2022,84165,Electronics,TV-001,"4K Smart TV 55""",3,424.99,0.15,1083.72,"Debit Card",In-Store,REG-11
531473,2022-10-03,81569,Furniture,FU-102,"Bookshelf 5-Tier",4,85.49,0.05,324.86,"Debit Card",Online,REG-13
531663,19-Oct-2024,62410,Pharmacy,PH-102,"Vitamin D 100ct",1,12.34,,12.34,Cash,In-Store,REG-9
531761,2024-12-24,83588,Electronics,EL-808,"Gaming Controller",4,56.99,0.05,216.56,"Debit Card",In-Store,REG-2
531804,09-08-2023,56697,Automotive,AU-405,"Jumper Cables",1,22.49,0.25,16.87,"Credit Card",Online,REG-12
531830,25-Oct-2024,54005,Furniture,FU-203,"Desk Lamp",3,27.99,,83.97,"Mobile Pay","Curbside Pickup",REG-14
532065,2023-11-29,35228,Automotive,AU-304,"Car Phone Mount",2,14.99,,29.98,"Debit Card",In-Store,REG-6
532126,30-Jul-2024,72402,Pharmacy,PH-001,"Ibuprofen 200ct",2,9.99,,19.98,"Debit Card",In-Store,REG-15
532734,09/23/2023,37744,Pharmacy,PH-405,"Hand Sanitizer 8oz",5,3.99,,19.95,"Credit Card",In-Store,REG-1
532813,08-07-2023,23559,TOYS,TY-506,"RC Car",2,39.99,,79.98,Check,In-Store,REG-5
533064,2023-04-27,20797,Grocery,GR-008,"Canned Tomatoes",1,1.29,,1.29,"Mobile Pay",In-Store,REG-11
533321,2022-11-24,32510,"Home & Garden",HG-001,"Potting Soil 20qt",2,8.99,,17.98,"Debit Card","Curbside Pickup",REG-12
533485,28-Jul-2024,33207,Grocery,GR-001,"Organic Whole Milk 1gal",1,3.84,0.3,2.69,"Credit Card",In-Store,REG-1
533768,03-03-2024,78265,Automotive,AU-203,"Windshield Washer Fluid",1,4.99,,4.99,"Gift Card",In-Store,REG-15
534108,07/21/2023,77247,Grocery,GR-012,"Cereal 18oz",2,3.65,0.15,6.2,"Mobile Pay","Curbside Pickup",REG-2
534548,12-25-2022,50228,Beauty,BE-001,"Shampoo 16oz",1,5.94,0.15,5.05,"Credit Card",In-Store,REG-2
534765,03/04/2022,34056,Clothing,CL-102,"Women's T-Shirt",5,9.74,0.25,36.53,"Gift Card",In-Store,REG-15
534868,20-Aug-2023,32953,Beauty,BE-405,"Body Lotion 16oz",1,7.99,,7.99,"Credit Card",In-Store,REG-11
534984,02/17/2022,96750,Beauty,BE-001,"Shampoo 16oz",2,6.64,0.05,12.62,Cash,"Curbside Pickup",REG-18
535029,2023-03-06,77973,Electronics,TV-001,"4K Smart TV 55""",1,449.99,,449.99,"Credit Card",In-Store,REG-5
535368,12/27/2023,28143,Electronics,EL-102,"Bluetooth Headphones",1,59.99,0.25,44.99,"Debit Card",Online,REG-4
535520,05/01/2024,16903,Clothing,CL-203,"Kids Hoodie",1,21.84,0.05,20.75,"Credit Card",In-Store,REG-7
535571,2022-12-08,82933,Pharmacy,PH-001,"Ibuprofen 200ct",2,8.49,0.15,14.43,"Mobile Pay",In-Store,REG-7
535643,2024-09-26,48183,Clothing,CL-708,"Baseball Cap",1,13.49,0.1,12.14,EBT,Online,REG-10
535663,02/20/2023,93154,Pharmacy,PH-203,"Allergy Relief 30ct",4,12.74,0.15,43.32,"Credit Card",In-Store,REG-8
535673,2023-08-21,82255,Grocery,GR-008,"Canned Tomatoes",3,0.9,0.3,1.89,"Credit Card","Curbside Pickup",REG-16
535697,11/14/2024,57471,"Home & Garden",HG-203,"Scented Candle",1,10.39,0.2,8.31,"Credit Card",In-Store,REG-4
536019,22-Oct-2024,74166,"Home & Garden",HG-001,"Potting Soil 20qt",2,7.64,0.15,12.99,"Debit Card","Curbside Pickup",REG-2
536287,01-18-2023,36048,Pharmacy,PH-304,"Bandage Assortment",3,4.49,0.25,10.1,Cash,Online,REG-18
536308,15-Aug-2022,97941,Electronics,EL-404,"Laptop Stand",4,49.99,,199.96,"Credit Card",Online,REG-1
536489,21-Aug-2023,64745,Grocery,GR-007,"Pasta 1lb",1,1.61,0.1,1.45,"Credit Card",In-Store,REG-15
536548,2024-02-20,80507,Electronics,EL-505,"Wireless Charger",1,20.99,0.3,14.69,"Credit Card",In-Store,REG-7
536802,2022-01-04,57265,Grocery,GR-005,"Orange Juice 64oz",1,3.82,0.15,3.25,"Debit Card",Online,REG-19
536811,17-Nov-2022,31228,Clothing,CL-405,"Winter Jacket",3,80.99,0.1,218.67,"Debit Card",In-Store,REG-19
536943,31-Jan-2024,17640,Sports,SP-102,"Dumbbells 20lb pair",2,35.99,0.2,57.58,"Mobile Pay",In-Store,REG-2
537125,08-23-2023,65258,Beauty,BE-405,"Body Lotion 16oz",1,6.79,0.15,5.77,"Gift Card",In-Store,REG-4
537224,06/19/2022,,Grocery,GR-012,"Cereal 18oz",2,4.29,,8.58,"Debit Card",In-Store,REG-19
537951,2023-12-04,38354,Toys,TY-001,"LEGO City Set",5,37.49,0.25,140.59,"Debit Card",In-Store,REG-20
537983,2024-05-29,32527,Pharmacy,PH-001,"Ibuprofen 200ct",3,7.99,0.2,19.18,"Mobile Pay",In-Store,REG-17
537995,2024-02-04,85578,"Home & Garden",HG-304,"Picture Frame 8x10",3,5.99,0.25,13.48,"Credit Card",In-Store,REG-2
538070,10-08-2024,94153,Furniture,FU-001,"Folding Chair",1,26.24,0.25,19.68,"Credit Card",In-Store,REG-3
538091,2022-11-10,23468,Grocery,GR-007,"Pasta 1lb",2,1.79,,3.58,"Credit Card",In-Store,REG-13
538495,01/23/2023,86971,Electronics,TV-001,"4K Smart TV 55""",1,449.99,0.1,404.99,"Gift Card",In-Store,REG-17
538535,21-Sep-2022,,Beauty,BE-102,"Face Moisturizer",1,14.99,,14.99,"Debit Card",Online,REG-7
538591,2023-12-16,22139,"Home & Garden",HG-405,"Storage Bins 3pk",5,15.29,0.1,68.8,"Debit Card","Curbside Pickup",REG-5
538631,10-03-2022,72506,Beauty,BE-102,"Face Moisturizer",3,11.99,0.2,28.78,"Credit Card",In-Store,REG-15
