transaction_id,transaction_date,store_id,customer_id,employee_id,department,product_sku,product_name,quantity,unit_price,line_total,discount_pct,payment_method,sales_channel,is_return,register_id
TXN-387198,22-Dec-2022,ST-001,CUST-82536,EMP-4991,Sports,SP-102,Dumbbells 20lb pair,1,38.24,71.75,0.15,Cash,In-Store,N,REG-5
TXN-845681,25-Feb-2023,ST-007,CUST-21355,EMP-9573,Furniture,FU-203,Desk Lamp,4,25.19,100.76,0.1,Credit Card,In-Store,N,REG-9
TXN-223304,2022-02-15,ST-005,CUST-19423,EMP-4977,Clothing,CL-304,Running Shoes,3,$55.24,165.72,0.15,Credit Card,In-Store,N,REG-9
TXN-776491,10-15-2024,ST-003,CUST-23380,EMP-7391,Furniture,FU-405,  TV Stand,1,119.99,119.99,,Cash,In-Store,N,REG-16
TXN-753463,28-Mar-2022,ST-012,CUST-13558,EMP-1205,Clothing,CL-405,Winter Jacket,2,62.99,125.98,,Credit Card,Online,N,REG-11
TXN-588056,2023-05-28,ST-011,CUST-30200,EMP-6495,Toys,TY-001,LEGO City Set,2,49.99,99.98,,Credit Card,In-Store,N,
TXN-794759,04-25-2022,ST-002,CUST-33464,EMP-6150,Beauty,BE-001,Shampoo 16oz,5,6.29,31.45,0.1,Debit Card,In-Store,N,REG-7
TXN-635207,03/26/2024,ST-002,CUST-36990,EMP-7151,  Automotive,AU-405,Jumper Cables,4,29.9900,119.96,,Debit Card,Online,N,REG-13
TXN-619571,2022-07-15,ST-012,CUST-88788,EMP-9804,Home & Garden,HG-607,Laundry Detergent,4,10.79,43.16,0.2,EBT,In-Store,N,REG-14
TXN-441403,12/20/2023,ST-001,CUST-95152,EMP-4166,Pharmacy,PH-001,Ibuprofen 200ct,3,9.99,29.97,,Credit Card,Online,N,REG-16
TXN-753427,2023-03-30,ST-011,CUST-45702,EMP-3372,Automotive,AU-405,Jumper Cables,4,29.9900,119.96,,Gift Card,In-Store,N,REG-4
TXN-700934,10/26/2022,ST-001,CUST-72306,EMP-7347,Pharmacy,PH-405,Hand Sanitizer 8oz,1,3.79,3.79,0.05,Cash,In-Store,N,REG-18
TXN-757218,23-May-2024,ST-011,CUST-86904,EMP-3325,Clothing,CL-607,Dress Socks 6pk,2,9.99,19.98,,Cash,In-Store,N,REG-2
TXN-166947,03/26/2022,ST-005,CUST-59251,EMP-4755,Automotive,AU-304,Car Phone Mount,3,10.49,31.47,0.3,Credit Card,In-Store,N,REG-6
TXN-304867,10-14-2022,ST-009,CUST-14123,EMP-1286,Automotive,AU-203,Windshield Washer Fluid,3,3.74,-11.22,0.25,Debit Card,In-Store,Y,REG-17
TXN-624672,04/02/2024,ST-004,CUST-10354,EMP-9016,Home & Garden,HG-203,Scented Candle,2,12.99,-25.98,,Cash,In-Store,Y,REG-10
TXN-920996,2022-08-03,ST-003,CUST-89156,EMP-1834,Furniture,FU-102,Bookshelf 5-Tier,1,80.99,80.99,0.1,Credit Card,In-Store,N,REG-7
TXN-834421,07/13/2022,ST-003,CUST-53286,EMP-5385,Beauty,BE-506,Razor 4pk,5,$8.99,44.95,0.25,Credit Card,In-Store,N,REG-19
TXN-470037,07-25-2024,ST-009,CUST-95755,EMP-5681,Clothing,CL-607,Dress Socks 6pk,1,9.49,9.49,0.05,Debit Card,In-Store,N,REG-9
TXN-365970,04-27-2022,ST-008,CUST-22218,EMP-5151,Beauty,BE-405,Body Lotion 16oz,1,7.19,7.19,0.1,Credit Card,Online,N,REG-1
TXN-834692,02/10/2023,ST-012,CUST-94666,EMP-6157,  Beauty,BE-304,Lip Balm 3pk,3,3.74,11.22,0.25,Debit Card,In-Store,N,REG-19
TXN-742039,06-26-2022,  ST-004,CUST-33022,EMP-3248,Home & Garden,HG-001,Potting Soil 20qt,1,7.19,7.19,0.2,Cash,In-Store,N,REG-19
TXN-273815,02-25-2024,ST-003,CUST-55773,EMP-4460,Grocery,GR-006,Greek Yogurt 32oz,3,5.66,16.98,0.1,Credit Card,In-Store,N,REG-19
  TXN-401982,12/17/2022,ST-004,CUST-34258,EMP-8811,Toys,TY-304,Board Game,1,28.49,28.49,0.05,Credit Card,In-Store,N,REG-3
TXN-211033,05-26-2023,ST-012,CUST-43824,EMP-5310,Clothing,CL-607,Dress Socks 6pk,2,9.99,19.98,,Credit Card,Curbside Pickup,N,REG-9
TXN-415275,2022-02-25,ST-012,CUST-41394,EMP-8396,Automotive,AU-102,Car Air Freshener,5,2.79,13.95,0.2,Credit Card,In-Store,N,REG-15
TXN-808633,03-11-2023,ST-010,CUST-82875,EMP-5277,Automotive,AU-304,Car Phone Mount,1,10.49,10.49,0.3,Mobile Pay,In-Store,N,
TXN-763847,03-23-2024,ST-002,CUST-63696,EMP-4561,Pharmacy,PH-203,Allergy Relief 30ct,1,11.99,11.99,0.2,Mobile Pay,Online,N,REG-8
TXN-635894,29-Sep-2023,ST-002,CUST-84494,EMP-5604,BEAUTY,BE-001,  Shampoo 16oz,1,6.64,6.64,0.05,Debit Card,In-Store,N,REG-20
TXN-945366,17-May-2024,ST-006,CUST-62583,EMP-2350,Home & Garden,HG-203,Scented Candle,1,12.99,12.99,,Debit Card,In-Store,N,REG-6
TXN-518609,06/29/2024,ST-006,CUST-21377,EMP-3863,Pharmacy,PH-405,Hand Sanitizer 8oz,1,3.99,3.99,,Mobile Pay,Online,N,REG-14
TXN-703834,2022-03-29,ST-003,CUST-79355,EMP-1496,Grocery,GR-012,Cereal 18oz,2,3.00,6.0,0.3,Cash,In-Store,N,REG-4
TXN-558767,2023-02-14,ST-003,CUST-66893,EMP-4150,Pharmacy,PH-304,Bandage Assortment,1,5.69,5.69,0.05,Cash,In-Store,N,REG-17
TXN-778302,10-Jan-2022,ST-001,CUST-21032,EMP-2903,Clothing,CL-304,Running Shoes,1,45.49,45.49,0.3,Credit Card,In-Store,N,REG-10
TXN-423327,08-31-2022,ST-009,CUST-55118,EMP-7909,Pharmacy,PH-405,Hand Sanitizer 8oz,2,3.99,66.58,,Credit Card,In-Store,N,REG-6
TXN-605608,2023-08-16,ST-010,CUST-56061,EMP-4485,Electronics,EL-707,"Tablet 10""",1,329.99,329.99,,Cash,In-Store,N,REG-11
TXN-709650,06/05/2023,ST-008,CUST-46896,EMP-8458,Automotive,AU-405,Jumper Cables,1,$29.99,-29.99,,Credit Card,Online,Y,REG-19
TXN-521597,02/08/2023,ST-003,CUST-42912,EMP-5506,Home & Garden,HG-405,Storage Bins 3pk,5,11.89,59.45,0.3,Credit Card,In-Store,N,REG-20
TXN-549140,03/09/2022,ST-011,CUST-76116,EMP-8142,Sports,SP-102,Dumbbells 20lb pair,1,44.99,-44.99,,Credit Card,In-Store,Y,REG-3
TXN-464252,03-21-2022,ST-010,CUST-40067,,Home & Garden,HG-001,Potting Soil 20qt,5,7.19,35.95,0.2,Credit Card,In-Store,N,REG-18
TXN-538535,21-Sep-2022,ST-006,,EMP-1107,Beauty,BE-102,Face Moisturizer,1,14.99,14.99,,Debit Card,Online,N,REG-7
TXN-148854,2022-05-11,ST-009,CUST-26267,EMP-1609,Automotive,AU-203,Windshield Washer Fluid,1,4.49,4.49,0.1,Cash,In-Store,N,REG-12
TXN-846569,11-27-2023,ST-010,CUST-36745,EMP-6142,Home & Garden,HG-506,Throw Pillow,4,19.99,79.96,,Debit Card,In-Store,N,REG-8
TXN-186078,07/31/2024,ST-003,,,Beauty,BE-102,Face Moisturizer,2,10.49,20.98,0.3,Credit Card,Online,N,REG-13
TXN-456792,03/23/2023,ST-011,CUST-67668,EMP-1536,Clothing,CL-203,Kids Hoodie,1,22.99,22.99,,Cash,Online,N,REG-16
TXN-461264,23-Mar-2023,ST-001,CUST-19046,,Beauty,BE-203,Mascara,1,8.99,8.99,,Credit Card,In-Store,N,REG-4
TXN-764544,03/09/2023,ST-005,CUST-24123,EMP-7720,Clothing,CL-506,Yoga Pants,5,26.59,132.95,0.05,Credit Card,Online,N,REG-10
TXN-254925,09/18/2022,ST-003,CUST-82428,EMP-7316,Home & Garden,HG-607,Laundry Detergent,1,12.82,12.82,0.05,Mobile Pay,Online,N,REG-17
TXN-997589,2024-12-08,ST-006,CUST-46244,EMP-9557,Beauty,BE-405,Body Lotion 16oz,2,7.99,15.98,,Credit Card,Online,N,REG-10
TXN-112715,2024-10-13,ST-007,CUST-44039,EMP-3672,Beauty,BE-102,Face Moisturizer,1,14.99,14.99,,Check,Curbside Pickup,N,REG-16
TXN-465068,11-03-2022,ST-003,CUST-20663,EMP-3014,Pharmacy,PH-203,Allergy Relief 30ct,4.0,14.24,56.96,0.05,Check,Curbside Pickup,N,REG-18
TXN-463402,07/07/2022,ST-010,CUST-52025,EMP-2580,Grocery,GR-003,  Chicken Breast 3lb,1,10.19,10.19,0.15,Debit Card,In-Store,N,REG-18
TXN-478510,11/20/2023,ST-006,CUST-36214,EMP-6658,Beauty,BE-203,Mascara,1,8.99,-8.99,,Credit Card,In-Store,Y,REG-7
TXN-650748,2023-11-12,ST-003,CUST-26747,EMP-8210,Sports,SP-506,Foam Roller,1,17.99,17.99,0.1,Credit Card,In-Store,N,REG-17
TXN-492753,05-05-2022,ST-010,CUST-78599,EMP-5412,Clothing,CL-607,Dress Socks 6pk,1,8.99,8.99,0.1,Gift Card,Online,N,REG-20
TXN-691591,2023-10-05,  ST-002,CUST-94620,EMP-9023,Automotive,AU-102,Car Air Freshener,1,3.49,3.49,,Credit Card,Curbside Pickup,N,REG-9
TXN-283021,01/30/2023,ST-008,CUST-64874,EMP-5706,Beauty,BE-102,Face Moisturizer,5,11.99,59.95,0.2,Debit Card,In-Store,N,REG-16
TXN-275083,07-10-2023,ST-009,CUST-35601,EMP-2192,Furniture,FU-304,Storage Ottoman,4,54.99,219.96,,Debit Card,In-Store,N,REG-11
  TXN-268798,04-Jul-2024,ST-007,CUST-36791,EMP-2944,GROCERY,GR-004,Bagged Salad Mix,5,3.79,18.95,,Credit Card,In-Store,N,REG-3
TXN-727876,08-31-2022,  ST-012,CUST-83113,EMP-8281,Furniture,FU-405,TV Stand,4,119.99,479.96,,Credit Card,In-Store,N,REG-2
TXN-685675,2023-04-20,ST-005,CUST-36321,EMP-7818,Home & Garden,HG-001,Potting Soil 20qt,1,7.64,-7.64,0.15,Mobile Pay,In-Store,Y,REG-11
TXN-643123,11-Mar-2022,ST-011,CUST-73335,EMP-3949,Furniture,FU-102,Bookshelf 5-Tier,1,89.99,-89.99,,Credit Card,Online,Y,REG-12
TXN-634479,11-03-2022,ST-008,CUST-51077,EMP-5546,Pharmacy,PH-102,Vitamin D 100ct,2,12.99,25.98,,Credit Card,In-Store,N,REG-5
TXN-577867,03/22/2023,ST-010,,EMP-7078,Automotive,AU-405,Jumper Cables,3,22.49,67.47,0.25,Gift Card,In-Store,N,
TXN-551551,27-Sep-2024,ST-005,CUST-71876,EMP-1949,Beauty,BE-102,Face Moisturizer,4,14.99,59.96,,Credit Card,In-Store,N,REG-15
TXN-742605,30-Dec-2024,ST-005,CUST-33311,EMP-8945,Automotive,AU-203,Windshield Washer Fluid,1,4.99,4.99,,Credit Card,Online,N,REG-3
TXN-137008,2023-02-23,ST-001,CUST-27785,EMP-9780,Grocery,GR-001,Organic Whole Milk 1gal,4,5.49,21.96,,Cash,In-Store,N,REG-13
TXN-460996,2023-09-17,ST-002 ,CUST-24350,,Electronics,EL-303,USB-C Hub,3,31.49,94.47,0.1,Cash,In-Store,N,REG-16
TXN-969404,2022-12-10,ST-004,CUST-52416,EMP-6768,Sports,SP-405,Jump Rope,1,8.99,8.99,,Cash,Online,N,REG-13
TXN-921978,05/02/2024,ST-003,CUST-41258,EMP-9133,Sports,SP-506,Foam Roller,1,19.99,19.99,,Debit Card,In-Store,N,REG-8
TXN-655046,2022-06-12,ST-001,CUST-74920,EMP-4048,Home & Garden,HG-102,Garden Hose 50ft,1,23.99,23.99,0.2,Cash,Online,N,REG-7
TXN-316456,2022-05-13,ST-001,CUST-25675,EMP-6840,Pharmacy,PH-304,Bandage Assortment,1,5.09,5.09,0.15,Cash,In-Store,N,REG-3
TXN-167145,29-Dec-2023,ST-009,CUST-78891,EMP-8403,Grocery,GR-002,White Bread,1,2.99,2.99,,Credit Card,Online,N,REG-16
TXN-974657,20-Jul-2024,ST-011,CUST-71987,EMP-9460,Pharmacy,PH-203,Allergy Relief 30ct,1,10.49,10.49,0.3,Debit Card,In-Store,N,REG-20
TXN-352866,07/15/2024,ST-008,CUST-20770,EMP-9451,Beauty,BE-203,Mascara,1,8.54,8.54,0.05,Debit Card,In-Store,N,REG-14
TXN-351726,03-04-2024,ST-011,CUST-74861,EMP-7679,Automotive,AU-304,Car Phone Mount,3,13.49,40.47,,Credit Card,In-Store,N,
TXN-111256,04-08-2022,ST-012,CUST-15018,EMP-9666,Grocery,GR-004,Bagged Salad Mix,1,3.79,3.79,,Credit Card,In-Store,N,REG-18
TXN-551982,09/23/2024,ST-011,,EMP-3145,Furniture,FU-405,TV Stand,2,95.99,191.98,0.2,Cash,In-Store,N,REG-3
TXN-975353,2024-08-07,ST-007,CUST-95466,EMP-4759,Clothing,CL-708,Baseball Cap,5,14.24,71.2,0.05,Credit Card,In-Store,N,REG-18
TXN-252197,2024-09-15,ST-011,CUST-98468,EMP-8867,Pharmacy,PH-102,Vitamin D 100ct,5,12.99,64.95,,Credit Card,In-Store,N,REG-13
TXN-659510,09/04/2023,ST-005,CUST-66335,EMP-4585,Clothing,CL-607,Dress Socks 6pk,2,9.99,19.98,,Debit Card,In-Store,N,REG-12
TXN-893366,02-Jul-2023,ST-005,CUST-11775,EMP-9767,Beauty,BE-506,Razor 4pk,3,11.99,35.97,,Debit Card,Online,N,REG-5
TXN-881923,05-30-2022,ST-012,CUST-51020,,Automotive,AU-405,Jumper Cables,1,29.99,29.99,,Debit Card,In-Store,N,REG-20
TXN-329796,2022-07-29,ST-011,CUST-10557,EMP-3896,ELECTRONICS,EL-505,Wireless Charger,1,22.49,22.49,0.25,Debit Card,Curbside Pickup,N,REG-3
TXN-520053,10-07-2024,ST-004,CUST-10232,,Electronics,EL-303,USB-C Hub,2,31.49,-62.98,0.1,Debit Card,Curbside Pickup,Y,REG-19
TXN-576789,2024-10-29,ST-009,CUST-90111,EMP-7489,Furniture,FU-102,  Bookshelf 5-Tier,5,89.99,449.95,,Credit Card,In-Store,N,REG-15
TXN-137222,2023-06-13,ST-011,CUST-15358,EMP-2916,Pharmacy,PH-304,Bandage Assortment,2,5.39,10.78,0.1,Credit Card,In-Store,N,REG-2
TXN-197910,12-Feb-2022,ST-008,CUST-75775,EMP-2435,Automotive,AU-001,Motor Oil 5qt,3,23.74,71.22,0.05,EBT,In-Store,N,REG-5
  TXN-910331,2023-12-17,ST-004,CUST-45670,EMP-7667,Automotive,AU-102,Car Air Freshener,4,3.49,13.96,,Credit Card,In-Store,N,REG-18
TXN-877180,05/02/2024,ST-005,CUST-40150,EMP-4461,Pharmacy,PH-405,Hand Sanitizer 8oz,4,3.59,14.36,0.1,Debit Card,In-Store,N,REG-14
TXN-282480,11-May-2024,ST-004,CUST-10053,EMP-4443,Automotive,AU-102,Car Air Freshener,3,2.79,8.37,0.2,Debit Card,In-Store,N,REG-3
TXN-262088,15-Jun-2024,ST-009,CUST-47075,EMP-5230,Sports,SP-506,Foam Roller,2,15.99,31.98,0.2,Cash,In-Store,N,REG-3
TXN-641008,06-Feb-2023,ST-006,CUST-62142,EMP-1173,Electronics,TV-001,"4K Smart TV 55""",1,374.99,374.99,0.25,Debit Card,In-Store,N,REG-9
TXN-904377,01/10/2022,st-001,CUST-36212,,Toys,TY-304,Board Game,4,29.99,119.96,,Mobile Pay,In-Store,N,REG-11
TXN-382813,01-26-2024,ST-003,CUST-50756,EMP-3997,Beauty,BE-405,Body Lotion 16oz,2,7.99,15.98,,Gift Card,In-Store,N,
TXN-761127,04-19-2023,ST-007,,EMP-8275,Sports,SP-102,Dumbbells 20lb pair,2,40.49,80.98,0.1,Debit Card,Curbside Pickup,N,REG-1
TXN-829973,2022-11-27,ST-008,CUST-77163,EMP-5397,Furniture,FU-304,Storage Ottoman,1,52.24,52.24,0.05,Cash,In-Store,N,REG-14
TXN-912270,20-Sep-2022,ST-011,CUST-16754,,Electronics,EL-102,Bluetooth Headphones,1,75.99,75.99,0.05,Mobile Pay,In-Store,N,REG-13
TXN-571225,14-Oct-2023,ST-010,CUST-44808,EMP-1525,Electronics,EL-606,Smart Speaker,2,67.49,134.98,0.25,Debit Card,Online,N,REG-2
TXN-173101,21-Aug-2024,ST-008,CUST-76287,EMP-9076,Home & Garden,HG-102,Garden Hose 50ft,1,29.99,29.99,,Credit Card,In-Store,N,REG-5
TXN-643389,10/21/2024,ST-012,CUST-25835,EMP-4229,Automotive,AU-405,Jumper Cables,2,29.99,59.98,,Credit Card,In-Store,N,REG-4
TXN-322151,2023-05-22,ST-002,CUST-87364,EMP-1059,Clothing,CL-203,Kids Hoodie,4,22.99,91.96,,Debit Card,In-Store,N,REG-20
TXN-686676,27-Oct-2022,ST-002,CUST-44477,EMP-6889,Clothing,CL-405,Winter Jacket,4,89.99,359.96,,Debit Card,Online,N,REG-17
TXN-866599,2023-02-06,ST-010,CUST-94377,EMP-1591,Electronics,EL-201,iPhone Case,1,19.99,19.99,,Credit Card,In-Store,N,REG-13
TXN-478800,2023-11-13,ST-010,CUST-16083,EMP-9093,Electronics,EL-606,Smart Speaker,1,62.99,62.99,0.3,EBT,In-Store,N,REG-8
TXN-405936,2024-12-16,ST-004,CUST-19878,EMP-2922,Pharmacy,PH-001,Ibuprofen 200ct,1,7.49,7.49,0.25,Credit Card,In-Store,N,REG-6
TXN-721414,2024-08-18,ST-009,CUST-26624,EMP-1663,Automotive,AU-405,Jumper Cables,1,25.49,25.49,0.15,Mobile Pay,In-Store,N,REG-10
TXN-136704,23-Aug-2024,ST-005,CUST-10603,EMP-3761,Sports,SP-203,Water Bottle 32oz,2,16.99,33.98,,Debit Card,In-Store,N,REG-2
TXN-417612,08/15/2024,ST-003,CUST-25261,EMP-2005,CLOTHING,CL-203,Kids Hoodie,1,17.24,17.24,0.25,Credit Card,In-Store,N,REG-13
TXN-468470,10/08/2023,ST-008,CUST-37897,EMP-8010,Grocery,GR-008,Canned Tomatoes,3,1.03,3.09,0.2,Debit Card,In-Store,N,REG-7
TXN-988722,04-Jan-2024,ST-010,CUST-47287,EMP-8663,Furniture,FU-001,  Folding Chair,1,34.99,34.99,,Mobile Pay,In-Store,N,REG-3
TXN-188403,25-Jun-2022,ST-004,CUST-66771,EMP-7759,Automotive,AU-304,Car Phone Mount,1,13.49,13.49,0.1,Credit Card,Curbside Pickup,N,REG-2
TXN-755109,2024-03-31,ST-009,CUST-86675,EMP-5496,Beauty,BE-405,Body Lotion 16oz,4,7.19,28.76,0.1,Credit Card,In-Store,N,REG-15
TXN-783521,01-04-2023,ST-001,CUST-10768,EMP-7349,Beauty,BE-001,Shampoo 16oz,1,5.24,5.24,0.25,Cash,In-Store,N,REG-4
TXN-165477,2022-08-14,ST-008,CUST-74008,EMP-3061,Clothing,CL-102,Women's T-Shirt,5,11.04,55.2,0.15,Mobile Pay,In-Store,N,REG-15
TXN-952631,2024-04-09,ST-012,CUST-98487,EMP-5958,PHARMACY,PH-304,Bandage Assortment,1,4.49,4.49,0.25,Cash,In-Store,N,REG-15
TXN-340613,01/11/2024,ST-012,CUST-63953,EMP-8935,Sports,SP-102,Dumbbells 20lb pair,2,44.99,89.98,,Credit Card,Online,N,REG-17
TXN-723745,08/27/2023,ST-011,CUST-97970,EMP-2996,Beauty,BE-203,Mascara,4,7.64,30.56,0.15,Credit Card,In-Store,N,REG-2
TXN-128383,21-Apr-2022,ST-001,CUST-12344,EMP-9947,Pharmacy,PH-102,Vitamin D 100ct,2,9.74,19.48,0.25,Cash,In-Store,N,REG-2
TXN-589494,11-11-2024,ST-005,CUST-76998,EMP-2777,Grocery,GR-005,Orange Juice 64oz,5,4.49,-22.45,,Cash,In-Store,Y,REG-7
TXN-326207,08/20/2023,ST-011,CUST-60670,EMP-5715,Electronics,EL-404,Laptop Stand,2,49.99,99.98,,Cash,Online,N,
TXN-345022,19-Feb-2024,ST-008,CUST-27999,EMP-4076,Grocery,GR-002,White Bread,1,2.84,2.84,0.05,Cash,In-Store,N,REG-6
TXN-834413,2023-11-15,ST-012,CUST-96089,EMP-5891,Beauty,BE-506,Razor 4pk,3,11.99,35.97,,EBT,In-Store,N,REG-9
TXN-330570,01/07/2022,ST-004,CUST-62633,EMP-2290,Automotive,AU-405,Jumper Cables,1,29.99,29.99,,Debit Card,In-Store,N,REG-9
TXN-629348,05-26-2023,ST-012,CUST-12908,EMP-3930,Sports,SP-506,Foam Roller,4,17.99,71.96,0.1,Cash,In-Store,N,REG-10
TXN-652914,12-13-2024,ST-001,CUST-30109,EMP-2258,Clothing,CL-405,Winter Jacket,4,71.99,287.96,0.2,Gift Card,In-Store,N,REG-8
TXN-445842,2024-10-21,ST-010,CUST-94234,EMP-9387,Pharmacy,PH-304,Bandage Assortment,1,5.09,5.09,0.15,Mobile Pay,In-Store,N,REG-17
TXN-878977,03/18/2022,ST-006,,EMP-6139,Furniture,FU-203,Desk Lamp,5,26.59,132.95,0.05,Check,In-Store,N,REG-13
TXN-872483,02/03/2023,ST-008,CUST-77670,EMP-2054,Beauty,BE-405,Body Lotion 16oz,2,6.39,12.78,,Debit Card,In-Store,N,REG-7
TXN-683533,2022-09-21,ST-012,CUST-21583,EMP-4051,  Furniture,FU-304,Storage Ottoman,4,49.49,-197.96,0.1,Debit Card,In-Store,Y,
TXN-521555,05-Feb-2024,ST-010,CUST-41256,EMP-6190,Clothing,CL-304,Running Shoes,5,$64.99,324.95,,Mobile Pay,In-Store,N,REG-3
TXN-701382,06/25/2023,ST-008,CUST-65645,EMP-6988,Electronics,EL-201,iPhone Case,1,15.99,15.99,0.2,Debit Card,Online,N,REG-7
TXN-143935,05-16-2024,ST-004,CUST-21378,EMP-5329,Automotive,AU-405,Jumper Cables,3,20.99,62.97,0.3,Mobile Pay,In-Store,N,REG-14
TXN-610307,21-May-2022,ST-005,CUST-90195,EMP-3827,Sports,SP-102,Dumbbells 20lb pair,1,44.99,44.99,,Credit Card,In-Store,N,REG-6
TXN-261955,2022-10-07,ST-011,CUST-93261,EMP-5556,Beauty,BE-405,Body Lotion 16oz,4,7.99,31.96,,Debit Card,Online,N,REG-13
TXN-440945,04-Jul-2023,st-006,CUST-11776,EMP-5476,Clothing,CL-001,Men's Jeans,1,34.99,-34.99,,EBT,In-Store,Y,REG-19
TXN-428914,06/08/2024,st-002,CUST-85574,EMP-1727,Toys,TY-001,LEGO City Set,3,42.49,127.47,0.15,Credit Card,Curbside Pickup,N,REG-13
TXN-252655,08/02/2024,ST-010,CUST-22481,EMP-4994,BEAUTY,BE-203,Mascara,4,8.99,35.96,,Debit Card,In-Store,N,REG-6
TXN-678381,10-Mar-2023,ST-007,CUST-26310,EMP-8601,Electronics,EL-404,Laptop Stand,4,$47.49,189.96,0.05,Debit Card,In-Store,N,REG-14
TXN-281611,02-Dec-2023,ST-012,CUST-32910,EMP-2576,Toys,TY-304,Board Game,2,26.9900,53.98,0.1,Debit Card,In-Store,N,REG-12
TXN-138042,12-16-2022,ST-005,CUST-62235,,Toys,TY-304,Board Game,4,22.49,89.96,0.25,Debit Card,Curbside Pickup,N,REG-13
TXN-777757,18-May-2023,ST-005,CUST-66499,,Pharmacy,PH-304,Bandage Assortment,4,5.39,21.56,0.1,Credit Card,Online,N,REG-18
  TXN-423595,2022-04-09,ST-001,CUST-62184,EMP-6152,Furniture,FU-304,Storage Ottoman,1,46.74,46.74,,Credit Card,In-Store,N,REG-6
TXN-472625,07/11/2024,ST-011,CUST-80888,EMP-4206,Beauty,BE-001,Shampoo 16oz,1,6.99,6.99,,Debit Card,In-Store,N,REG-17
TXN-880091,04/16/2022,ST-001,CUST-23504,EMP-3200,Beauty,BE-203,Mascara,2,7.64,15.28,0.15,Credit Card,In-Store,N,REG-20
TXN-701861,05/20/2022,ST-009,CUST-62290,EMP-9260,Automotive,AU-102,  Car Air Freshener,2,2.79,5.58,0.2,Cash,In-Store,N,REG-3
TXN-524678,2022-12-28,ST-002,CUST-22587,,Automotive,AU-001,Motor Oil 5qt,1,24.99,-24.99,,Credit Card,In-Store,Y,REG-11
TXN-957279,2022-01-19,ST-002,CUST-21884,EMP-6506,Clothing,CL-607,Dress Socks 6pk,2,7.49,-14.98,0.25,Cash,In-Store,Y,REG-6
TXN-277954,2022-04-13,ST-003,CUST-15753,EMP-3584,Furniture,FU-304,Storage Ottoman,1,41.24,41.24,0.25,Credit Card,In-Store,N,REG-3
TXN-211394,01-Aug-2023,ST-005,CUST-59394,EMP-7278,Grocery,GR-002,White Bread,2,2.69,5.38,0.1,Debit Card,In-Store,N,REG-4
TXN-702284,10-09-2024,ST-008,CUST-93992,EMP-3970,Sports,SP-506,Foam Roller,2,19.99,39.98,,Debit Card,In-Store,N,REG-12
TXN-833170,06-Aug-2024,ST-009,CUST-17056,EMP-5516,Beauty,BE-203,Mascara,1,8.99,8.99,,Mobile Pay,Online,N,REG-15
TXN-230626,04-03-2023,ST-005,CUST-23637,,Automotive,AU-405,Jumper Cables,1,20.99,20.99,0.3,Debit Card,Online,N,REG-6
TXN-464528,06/26/2022,ST-004,CUST-12472,EMP-7070,Furniture,FU-304,Storage Ottoman,5,46.74,233.7,0.15,Credit Card,Online,N,REG-18
TXN-190747,08-26-2023,ST-003,CUST-82508,EMP-9972,Home & Garden,HG-304,Picture Frame 8x10,1,7.99,7.99,,Credit Card,In-Store,N,REG-18
TXN-447829,21-Aug-2024,ST-005,CUST-36315,,Clothing,CL-001,Men's Jeans,2,34.99,69.98,,EBT,In-Store,N,REG-20
TXN-630782,18-Jun-2024,ST-012,CUST-28407,EMP-5532,Automotive,AU-001,Motor Oil 5qt,2,18.74,37.48,0.25,Mobile Pay,In-Store,N,REG-18
TXN-764053,2022-08-24,ST-002,CUST-25476,EMP-8542,Furniture,FU-304,Storage Ottoman,2,54.99,109.98,,Credit Card,In-Store,N,REG-11
TXN-598291,2023-06-09,ST-004,CUST-86154,EMP-9821,Beauty,BE-405,Body Lotion 16oz,2,7.99,15.98,,Credit Card,In-Store,N,REG-6
TXN-764356,07/26/2024,ST-011,CUST-95299,,Toys,TY-001,LEGO City Set,2,37.49,74.98,0.25,EBT,Online,N,REG-5
TXN-982161,25-Apr-2024,ST-001,CUST-15782,EMP-4245,Furniture,FU-203,Desk Lamp,2,27.99,55.98,,EBT,In-Store,N,REG-15
TXN-126104,2023-02-25,ST-006,CUST-70493,EMP-3206,HOME & GARDEN,HG-304,Picture Frame 8x10,3,7.99,23.97,,Cash,Online,N,REG-11
TXN-901014,12/11/2024,ST-001,CUST-82355,EMP-8800,Clothing,CL-607,Dress Socks 6pk,2,7.49,14.98,0.25,Debit Card,In-Store,N,REG-19
TXN-575913,18-May-2022,ST-005,CUST-51182,EMP-3805,AUTOMOTIVE,AU-405,  Jumper Cables,1,28.49,28.49,0.05,Mobile Pay,Curbside Pickup,N,REG-14
TXN-775609,13-Sep-2024,ST-012,CUST-49655,EMP-4436,FURNITURE,FU-102,Bookshelf 5-Tier,2,71.99,143.98,0.2,Cash,Online,N,REG-11
TXN-628662,06-Jul-2024,ST-010,CUST-39893,EMP-3721,Sports,SP-304,Resistance Bands,1,12.34,12.34,0.05,Cash,In-Store,N,REG-3
TXN-756361,2023-08-27,ST-010,CUST-46659,EMP-1256,Grocery,GR-007,Pasta 1lb,5,1.52,7.6,0.15,Credit Card,Online,N,REG-13
TXN-770593,03-Jun-2024,ST-009,CUST-17917,EMP-9979,Grocery,GR-010,Eggs 12ct,1,2.79,2.79,0.2,Debit Card,Online,N,REG-2
